Feature 1,Feature 2,Feature 3,Feature 4,Label
1.7163081,0.798504135,0.042409318,-4.39487683,0
-12.70631063,-19.4932131,-57.77864936,127.6359835,0
-0.347687338,24.20430465,74.15558932,9.343490684,0
6.309789528,-15.97813003,-53.25669625,-52.66494805,1
-17.05114235,14.87590408,48.18116293,187.1866518,0
-7.593783731,-9.093282096,-33.34471616,79.23644424,1
13.12305146,-35.29057501,-104.6304971,-127.9640067,1
-2.271611063,-1.593000333,-5.545436268,44.64193524,0
-3.720873508,-2.802181905,-6.273087305,41.16236329,0
1.378724132,0.550310379,-0.044955902,-3.9200518,0
-3.388941136,-20.7140327,-66.47577722,42.23358827,0
-25.383564,2.784156633,6.924529297,239.1156269,0
0.872975129,1.545834311,1.406741483,0.30226296,0
-11.70125551,20.4597391,63.37629151,124.6600205,0
-3.042733878,23.87737994,73.46065787,36.4586689,0
16.3051787,6.27121637,17.50577668,-149.639177,1
0.865992302,6.896530949,17.12573996,-6.804165337,0
7.100889513,3.637051713,13.30285465,-50.43687599,0
0.667310792,-3.464087884,-9.233191448,0.525792533,0
11.08067258,-14.46161834,-45.64142183,-99.06553245,1
-3.511064605,4.890726278,13.93732179,36.20313552,0
-9.896294923,11.25432026,29.15939086,110.8163549,1
26.38312222,11.50816417,35.95004146,-261.4816335,1
5.759211014,-17.35140303,-51.56514009,-59.06828478,1
0.583190963,0.732211066,0.297725491,-6.548126613,0
-4.278734858,-19.80478655,-66.00654581,48.95480276,0
-11.11862505,22.63249643,66.43372314,110.6169539,0
12.94904802,11.08754323,31.93664644,-116.2291464,1
-23.8997036,-3.578303504,-10.22702463,236.6169425,0
-24.20103654,0.994185711,2.194789508,240.6082998,0
1.692323965,-0.435904534,-4.034745471,-12.81248806,0
-3.420070862,3.283494571,12.90596897,35.83110539,0
-24.29896433,7.39512154,20.06944701,232.6663414,0
13.59949572,31.5910485,95.77281039,-133.136746,1
16.68348205,-35.02094188,-100.7704526,-160.0874942,1
0.752488629,-10.13230271,-29.41665266,-2.469614625,0
-11.90541617,6.587273056,16.53555763,135.8741008,1
-14.63664226,18.38868607,55.86177841,157.5212201,0
-24.6029559,-5.242923505,-15.15728117,232.2853143,0
-2.379470739,13.53588417,44.86653046,27.49181593,1
8.853882196,-34.89587621,-108.6236751,-86.72931951,1
-17.36730792,-15.05546278,-47.88165883,172.2491808,0
9.240268554,-2.562838272,-9.537959189,-71.9492362,0
0.445794217,-0.47089608,-1.137054295,-12.36123299,0
34.32471808,-6.526609683,-20.22558599,-349.6893709,1
-22.8140753,3.988600003,11.02838312,239.8490916,0
-7.219163714,23.58454767,70.76499337,74.95104022,0
4.117011498,-30.18361415,-93.5080019,-37.18102638,1
-11.53147905,9.918033469,25.14010798,121.6482561,1
-25.31755684,3.790776503,10.89000235,239.2191155,0
7.475270233,-37.07554348,-111.1646266,-73.832871,1
-18.13064103,15.95657233,46.1303098,187.9474643,0
-7.478650594,-20.66711194,-63.52023818,79.72413355,0
35.83788684,8.882645102,27.52271163,-340.2089665,1
-33.16014928,-1.968900637,-7.906682926,331.9289561,1
27.35699912,8.328448099,26.09339545,-276.684349,1
-19.50827755,12.81618844,34.14101867,214.0915482,0
-23.97120665,23.93140326,70.39553474,244.1057709,1
9.955784291,-31.06576681,-90.01694142,-88.35246776,1
6.167424669,-2.615921621,-10.12737797,-71.72360579,0
1.208466038,-8.811916518,-28.60740369,-8.591692583,0
-9.465510318,21.70381496,68.36072331,95.83717851,0
-7.246407436,12.17154079,35.52924928,87.03196029,1
16.30192394,-7.637129906,-26.72669677,-150.762612,1
4.731557274,4.737474901,15.30590022,-40.3670524,0
-14.45866935,-16.13047592,-50.793381,158.3621756,0
23.32889657,-17.57161365,-53.472746,-241.4030324,1
-0.751904355,13.83439594,45.31785457,13.25878162,1
-18.55670552,15.18657663,49.48766558,183.6110796,0
-14.30543324,-19.01514285,-55.85942095,141.9744095,0
3.161326683,0.125937154,0.394572234,-8.945918371,0
-3.100692433,2.845299176,11.85779542,41.09965163,0
-25.97198903,-19.81289823,-58.78352999,263.360622,1
1.408978628,0.022620165,-1.128207939,-8.224214699,0
-19.37292644,12.51456517,34.00858076,214.4320602,0
-4.130138229,-20.33730079,-65.38912021,48.99783736,0
4.113348239,4.313883113,17.04312895,-27.76048261,0
13.32259655,-27.17893944,-83.03996483,-132.8703955,1
-11.66708725,-19.9456694,-58.50882369,121.2921033,0
-21.90700132,-11.11395374,-32.03165202,210.4671946,0
12.84046085,8.251516837,25.90611339,-136.540803,1
6.418661071,3.470549866,10.55906491,-58.04352657,0
-22.30734142,-1.452574054,-4.212782752,239.8388683,0
2.974689659,-3.018896371,-7.056246934,-11.98714144,0
-24.39585183,-5.648687027,-18.09996227,231.1180122,0
-20.42980537,13.04876213,38.08838006,207.3444453,0
0.365801204,0.280951308,-0.911824348,-7.508061874,0
14.16518892,8.278332183,26.71958122,-132.3239783,1
36.06700179,-4.093876655,-13.06322566,-352.6229567,1
-2.966254872,-1.143950518,-5.074939287,45.19633161,0
30.41083196,1.0190628,2.252789626,-292.0712402,1
2.019081592,17.41134458,46.57784202,-17.07707471,1
6.773426805,33.77517527,101.5326113,-62.86801129,1
-1.282114977,5.282736131,16.10364667,22.72201833,0
-24.37901183,-5.109430702,-16.72946848,231.8662304,0
-0.103253965,5.952050942,17.31813529,6.019201268,0
-6.677289178,24.01869923,70.19017903,72.77382951,0
-5.700227061,2.268450526,7.322084187,50.70601583,0
-27.81840912,-15.6247324,-45.23018907,293.326549,1
-9.033389912,22.82165847,67.6720625,102.5786916,0
-19.38477245,-24.41668961,-78.79935779,192.9883799,1
15.2589924,0.608316032,1.471735777,-166.3486783,1
-8.734746154,-21.12461533,-62.83445819,97.42397144,0
0.872582992,-2.691670104,-9.815408931,-1.651290266,0
7.896578787,1.182191109,1.998009774,-70.82344811,0
-15.90922952,29.71911042,86.7030561,170.2542744,1
10.74499915,25.48897718,77.25492954,-103.5481719,1
-8.634457001,11.69106365,35.1900582,91.4568031,1
-6.566703885,-12.37106657,-35.7215287,65.79878961,1
17.7966858,2.508200131,7.533747362,-161.966287,1
-8.871265638,-22.35585098,-63.26358586,92.7619927,0
13.83531323,31.79559759,94.8627632,-128.7311125,1
2.289720871,8.083973328,18.60246224,-16.71719887,0
-22.94857265,6.58056969,18.44305264,234.0613734,0
-15.03614241,-3.150231245,-11.55637812,139.3107761,1
-11.31281688,7.825943922,23.95948028,124.247213,1
-20.60044985,-11.17250822,-34.30634515,208.1412041,0
11.59285458,13.35378837,35.78606122,-100.759323,1
26.48839942,-11.81603578,-36.75156235,-271.4200829,1
31.09427337,-17.99345099,-53.28503208,-314.6549586,1
-10.1688347,-8.039314415,-26.97870564,108.6790469,1
-9.560253779,-28.53177541,-92.1130797,96.19774142,1
2.215298179,-1.344041414,-4.704864543,-13.5570542,0
-5.68250314,14.97150131,41.59938834,64.50564157,1
-19.94021246,12.90468875,37.69349479,207.8472841,0
9.42642231,32.6766785,99.90384478,-91.90032604,1
-21.22437094,6.61847476,19.9767734,234.3395631,0
5.936534081,-6.203573205,-18.09251512,-60.33297109,0
14.78506051,8.130680857,22.69501861,-140.9803016,1
-0.865599188,-4.351987629,-11.73965324,13.22194813,0
2.236162746,-18.39374595,-55.89002294,-19.0823116,1
-23.27144994,2.819097525,8.351310236,240.7520021,0
-14.28756777,-19.42326802,-54.96805552,138.8179264,0
-15.85538131,18.14883046,50.80629118,177.3107252,0
-13.24042356,-18.7929913,-56.15986784,137.6011908,0
-16.06532217,18.37109687,53.76068465,165.3603236,0
-31.04516475,-10.90156767,-35.31575996,308.7605459,1
-5.74030274,23.71918108,72.59069448,59.60939421,0
13.44540146,-9.754603039,-29.74779498,-142.9278591,1
-3.060225565,-12.9833884,-38.12348813,39.00949293,1
-17.69060177,17.33867194,48.83431219,182.3814519,0
-10.73276682,23.67741477,64.62292283,114.2687419,0
-21.12486273,8.70757704,27.15374075,225.3218706,0
7.735632114,14.51051251,39.65671076,-79.37193366,1
11.92456492,34.42750695,96.86234663,-109.1562021,1
-6.237785489,1.163538533,3.346154299,52.96765447,0
28.71809418,-14.29116222,-42.03265631,-264.1704474,1
-3.063274853,0.09547346,-0.046854765,52.11095772,0
4.585923435,-8.574156051,-25.00808924,-33.03758161,0
11.86273028,31.51558504,97.02194981,-108.8198387,1
-21.83510436,-0.444661308,-3.125744616,240.7417433,0
-0.879961746,-11.34683593,-39.17166981,15.23090917,1
35.5571303,-6.70875698,-21.9629514,-350.229002,1
-6.467772742,-23.06569219,-64.05531731,70.77185886,0
-11.21195142,9.355583139,30.2033783,111.1625044,1
-3.639758712,1.920307172,7.003223522,49.73174126,0
-2.727649163,-2.671564329,-8.313368474,38.3667774,0
3.006603716,15.3386041,45.67606481,-23.69230722,1
-21.11151306,8.524277437,26.60671781,226.8713838,0
-8.940211598,-19.22221617,-63.31971325,91.88082755,0
7.264139111,-15.68001803,-51.23596385,-75.41247932,1
3.907094397,4.573113016,12.90706717,-48.50397177,0
-11.93244944,21.33192277,63.04790313,130.6068544,0
-20.59404155,8.585545685,23.68538975,229.0223156,0
-28.13601651,-13.95881301,-41.68900675,300.2986271,1
18.07179881,-6.747257657,-20.16394044,-157.9753347,1
-1.083038633,25.41246197,75.16618857,15.35487755,0
0.595087939,-0.480137986,-7.981044551,-8.668436681,0
-0.420407363,-3.180580755,-10.60314293,12.27133495,0
24.06615028,17.38072584,49.58864892,-231.3049433,1
-16.05711532,-16.80375346,-49.31819724,168.7048336,0
-21.72957205,8.154903749,22.21834249,231.0855062,0
-23.24939933,-8.552663316,-25.28734384,222.243777,0
-3.277023866,-0.109267215,-2.448953074,51.67685393,0
33.68502779,-11.53654609,-33.70774455,-341.6363208,1
-10.03773779,-19.78085877,-61.64675158,98.35884316,0
-3.317868674,4.499525113,15.54072252,31.00260718,0
-0.668218777,0.587967162,1.425759958,-3.115341208,0
-16.70962137,17.45247099,48.11803427,182.7180677,0
3.684286234,-0.48661347,-1.72076025,-11.91756273,0
0.559228265,1.873108599,0.533458609,2.748145823,0
-1.745743937,23.67844201,74.50506329,22.50506991,0
-5.957452829,-1.110764191,-4.267224729,47.1836821,0
-13.53018035,-17.5763157,-54.3921583,144.1488964,0
-2.745285825,-1.051081677,-5.438681605,48.07209055,0
-22.29813689,-1.077170644,-3.946505542,240.6588213,0
-0.706443229,0.466402735,1.442142426,0.469098767,0
-21.66326731,12.00086568,37.53168096,209.1306654,0
-12.48301703,4.284289256,11.84374551,141.1087342,1
-4.955101233,3.236565531,9.066511672,46.60996546,0
0.542472641,4.4686852,17.25971165,-1.68140451,0
5.157227659,33.47715673,101.1085208,-48.09121852,1
-9.876550987,10.89931311,33.55973713,96.68494621,1
-18.74167916,15.30702027,47.03049937,186.589966,0
-13.4099019,-18.84448142,-56.10308436,137.1862502,0
0.826477053,1.661258828,-0.058610033,2.068522887,0
-22.23763628,-9.628063377,-31.63462724,211.8789374,0
-22.47176109,9.58770306,28.77964259,224.7913361,0
-9.385165333,12.2471152,32.47533217,100.8648096,1
-15.19644113,19.44662252,52.43642281,168.3747514,0
-11.80422619,-19.2983612,-60.0951374,113.7511745,0
31.28090723,-22.20751283,-63.89886009,-292.6002308,1
-19.22570109,-13.22704743,-40.91388581,189.3483734,0
-2.386053358,6.557921675,14.8030433,24.20030253,0
3.308175407,5.142161508,17.97285868,-20.45243055,0
-3.366974986,16.20281587,43.80371592,37.50279641,1
-16.8323946,-15.53754487,-49.67725616,164.7257139,0
-21.61094995,-2.56243725,-9.531350648,236.8830763,0
-16.608474,30.50691839,86.3913885,176.7362218,1
-4.554461266,-23.0539011,-65.02603417,53.81454464,0
0.651351941,6.920982107,17.32892958,-0.613519118,0
-22.91224661,8.164936542,23.80087559,229.8167154,0
1.997870792,-0.633985073,-3.412338477,-12.19132834,0
-31.50463234,1.133656014,1.401859355,333.026173,1
-17.3986598,15.9694841,51.91079383,175.1220581,0
-10.06110733,20.821277,67.61289933,104.1705963,0
25.75259501,-26.26497883,-80.10111827,-253.0904151,1
11.50889455,11.00531714,29.73755279,-125.7730653,1
-20.42692061,-7.777884825,-24.93932225,223.6418319,0
-31.88520419,9.281855189,27.16899722,323.7590974,1
-2.782539032,-20.16171819,-66.50620381,30.86344185,0
37.84719434,-3.682172998,-12.72399784,-354.9173117,1
-11.93320309,-1.4527402,-5.343360235,142.4505171,1
-8.613414259,21.91141574,68.51358534,92.4219535,0
-1.537577487,4.791027111,16.72235103,20.95724576,0
-5.157651298,12.49233134,42.26739776,55.57119346,1
24.8942215,-18.77624763,-57.77407232,-232.0907546,1
-14.80994995,19.01492343,57.13867347,154.8934201,0
2.643167283,-38.65521504,-113.4031396,-22.68471134,1
-4.429031865,26.36084275,71.86253235,52.37633631,0
-0.094206152,-13.75002269,-38.84197458,5.57471191,1
0.54200771,-2.169046097,-9.022955167,-0.075008533,0
-7.327424603,11.76900027,37.4324307,83.44933083,1
-28.85377695,15.18310952,43.41301699,304.3851983,1
5.156120381,33.36955349,101.3568801,-44.75178981,1
16.54813269,-32.00868342,-99.77422316,-168.182244,1
-14.97422589,-27.93626623,-86.71788431,147.31118,1
-3.076808672,25.16885633,73.76007735,36.92613949,0
0.612143196,-0.011155546,-1.192513336,-8.447217476,0
-2.905106221,4.621521886,9.011006294,47.35263443,0
7.701857738,13.52354186,42.15029739,-73.8214621,1
-10.60608448,22.32819259,67.02580225,108.688626,0
33.72782227,6.120392478,18.64422647,-347.4246942,1
-3.854855472,0.875357807,1.300655757,52.05231082,0
-24.08977853,25.94112536,73.2851823,233.816495,1
-10.50363452,21.76161605,64.89964366,117.8127091,0
0.078575003,-0.410207246,-0.361651328,5.73565341,0
28.41503907,3.801234404,9.543020441,-288.5720393,1
-19.97390832,12.77093261,36.20982233,212.6790072,0
33.92144871,3.04351724,7.538757887,-353.3671365,1
1.960219138,-16.57751376,-55.53245005,-15.27073531,1
-13.39972434,0.391288692,0.025782099,145.7999384,1
-10.52210046,-20.39795148,-60.1398949,113.6318546,0
-11.0684229,-18.12022784,-59.8087514,117.2326046,0
0.7137994,5.966949131,19.06712348,-5.244411426,0
2.272034181,0.844472621,-0.42844255,-4.251975374,0
0.574941556,7.26531117,18.85318353,-2.927425944,0
-24.33074733,8.489726841,22.22465093,230.4131737,0
-4.852073225,1.661367127,1.59447632,52.6563949,0
5.958962348,-4.044661327,-11.25862735,-69.93685197,0
2.16443239,-0.457312699,-1.386535394,-11.45830545,0
23.20538105,24.99631592,76.57308927,-230.2010318,1
-2.418608884,-3.478138767,-10.80491571,22.64916052,0
-8.734258601,23.20125055,67.69158757,92.68792822,0
-0.25971449,23.53068455,74.63707056,8.111662197,0
7.194465139,-6.263176711,-18.30454531,-59.22775322,0
7.197595121,-35.07116696,-111.5264117,-67.80241952,1
-18.88810912,-12.38242917,-37.69358701,197.5348564,0
17.19904834,2.142343604,5.586299131,-163.1888928,1
5.460510759,-37.39722462,-111.3443118,-48.63272164,1
-0.97005712,-20.98744315,-67.07550835,15.65092584,0
-3.378452702,0.09911901,-1.007027166,51.78956351,0
2.849648118,-9.295790018,-27.20107133,-26.18344799,0
-10.201804,-20.29182986,-60.74414266,110.4906946,0
-3.237864736,-12.13563306,-37.02405083,37.91289656,1
-11.96192945,3.067664455,8.827953802,144.6716998,1
10.31928376,-12.9824963,-42.20991755,-109.4178064,1
6.429620584,-3.147667086,-10.81536886,-69.23948184,0
2.229481138,0.654650269,0.45802641,-7.193115891,0
8.832428754,-36.41645519,-110.9769462,-78.89805185,1
-21.89917838,-4.026669048,-13.27267383,235.4646814,0
-9.397797474,20.86846752,66.73137638,103.3307783,0
-10.71285055,-6.350339573,-22.4658366,119.0021987,1
-30.53830104,10.10229831,27.68723515,321.9957018,1
-10.53502487,34.03911231,96.46627336,113.4104147,1
-24.47135215,-4.876681322,-14.55010078,234.4709239,0
-5.186161984,0.04077901,-0.623708681,51.9312735,0
-13.91272413,-18.2263807,-57.02781796,134.7887461,0
-0.91868956,-4.339256486,-11.8139652,13.83524503,0
36.16678578,1.817564834,4.53585379,-353.3036655,1
-3.773756916,-0.663888323,-3.819337823,50.49186767,0
-0.038386871,-3.126524628,-9.767181761,6.097309029,0
0.174029324,0.69241,0.668888744,-3.196476026,0
-13.44982257,6.635957706,19.02828251,132.3883931,1
0.558957724,1.773606558,1.152717474,-1.193231817,0
7.840894909,2.665454963,10.67775973,-57.84378194,0
-7.359880395,13.40321167,38.1767871,76.31684219,1
28.39253705,-1.424355511,-5.011864008,-292.7082084,1
-19.17729551,-14.99472811,-43.94178133,180.8777846,0
-12.6599422,6.399472755,18.44031252,135.0091759,1
0.317650389,-10.54621818,-29.69532142,2.170624084,0
0.55009492,-0.618300132,0.15222366,2.807487583,0
-5.913786462,-1.855806819,-4.545478782,46.99326183,0
-17.56287519,17.85264327,49.98440948,179.0770595,0
-22.61922639,7.719911774,20.68757827,232.6774497,0
-7.372779894,11.89607204,38.38760203,80.64438365,1
-6.345731485,24.93349157,71.54602161,66.99154836,0
3.096853681,4.729914485,17.93348898,-26.45060843,0
4.292348869,5.192344793,12.66340401,-46.84152751,0
5.723156155,4.522533631,10.79684976,-53.7094294,0
-18.52246873,-13.13220398,-38.84424415,198.5898195,0
-15.14241439,30.47111767,90.36740801,157.0536873,1
-6.345814873,22.85666439,70.98987322,65.70279834,0
-13.35984001,-17.05002591,-55.79176796,140.4948609,0
-13.37142399,20.98234445,61.2880005,138.0383061,0
-11.21225061,-6.13876631,-19.94379867,124.5213495,1
-0.534069939,5.71489471,17.72695914,9.520583801,0
10.07965707,-14.5694755,-47.04670747,-91.50713271,1
-1.259297107,-3.620437116,-11.24403178,16.40225181,0
-1.930278498,-21.60912878,-66.24860192,24.74083319,0
3.907620798,-7.07712558,-24.85247217,-32.20997233,0
-6.011291086,0.52259282,-0.288266804,53.76114714,0
-7.236004897,-9.823213335,-33.12247489,77.40295093,1
0.717541299,-1.03131569,-4.069923154,-12.52988284,0
14.913906,8.521562911,22.82745636,-141.0576401,1
2.923338044,-1.910126667,-4.736132194,-13.36063189,0
-3.366607322,1.026506797,0.863057322,52.1204187,0
-20.80438359,10.93210914,32.70445948,219.2665099,0
2.407415786,-8.624264702,-27.01399837,-21.72789519,0
14.01329618,-8.565611523,-25.70211952,-152.0076567,1
6.666409171,3.112304681,7.9059682,-64.41278693,0
0.367471525,-0.117987004,-2.154729098,-12.1357523,0
-1.682801233,-21.18097653,-67.62768232,23.25821123,0
2.08127279,7.894449157,17.82009578,-14.80203495,0
-2.474246467,24.8232416,74.57522871,30.13554655,0
-22.6875496,-8.179834216,-24.60253898,222.5266526,0
-11.73614872,5.044283376,14.75537178,137.5702079,1
0.668300203,0.529060237,1.379527693,-0.483095867,0
-30.34232978,9.357922961,26.39100196,323.2397464,1
-12.40185829,-20.1178895,-56.59454583,134.2685707,0
-14.2638745,8.013297456,20.96487876,131.2929116,1
2.059785568,-0.483186947,-2.078477926,-12.55122281,0
4.712955925,-7.349682543,-24.29932844,-34.96170196,0
0.664449822,2.103117176,1.406433354,2.104227722,0
-33.56560409,-2.944158861,-9.202748262,331.921154,1
3.518029572,7.268803559,16.55346738,-26.65118845,0
29.69749439,1.333975968,2.848871311,-291.5047637,1
-7.104918466,25.84236069,69.97796429,71.58736137,0
29.07599731,1.626392396,2.719739574,-291.8859286,1
17.66581804,21.7975884,68.06154477,-168.1396756,1
-9.151134579,-8.816746588,-27.71849661,103.3621193,1
-13.2737101,-3.728026599,-12.43808569,136.8301516,1
-0.609103139,-3.071676118,-10.95579648,11.04779183,0
28.56199969,-6.508125311,-20.41738639,-285.9236545,1
-25.3211883,1.180249485,1.794912881,241.6114286,0
-4.778998745,0.666755442,3.015921398,53.78728701,0
6.985891089,-2.372823144,-9.103991457,-72.06741984,0
1.466336349,7.407037149,19.02429803,-6.720714894,0
7.217293344,-3.343351416,-12.2284692,-70.1286405,0
10.68107055,-14.01909661,-42.37434145,-113.6476597,1
1.888146911,-0.290787553,-1.016013204,-11.75920693,0
-5.437376952,2.541599143,9.149082328,45.08449554,0
1.264864124,-0.147328813,-0.486462277,-6.306647692,0
-6.445422571,1.485563136,1.944133701,52.65487482,0
-0.157815402,0.703797257,-0.699361992,5.6622693,0
-24.09758529,22.70572659,65.78207344,252.7493186,1
-2.147484056,-10.8265523,-39.04590814,25.30230631,1
-20.13287046,11.7536789,33.7251258,215.8901864,0
-20.66794384,10.83210838,35.09007707,215.5887109,0
7.634109631,1.494771744,3.6908162,-69.40319349,0
26.76430498,-15.94555143,-46.6021496,-255.5570511,1
-11.44284448,22.83704088,66.45048471,110.4635223,0
-9.705645904,-20.28952544,-61.49115099,101.2380654,0
-1.82128458,-21.46453448,-67.46064212,23.82264916,0
-4.289318787,0.364791064,0.690457106,52.66576783,0
-24.16649941,-4.198092467,-12.91810758,236.3270356,0
-19.43354765,-10.57922716,-34.17328746,208.385872,0
-21.09265909,13.03364692,39.67241889,204.9795065,0
0.292911916,-2.814041082,-9.564044635,0.474493761,0
-24.90345124,2.953754893,8.421281284,240.4505222,0
-24.37814368,-1.463396697,-5.858159648,238.439758,0
-6.597264591,13.68526562,39.04490724,80.3603996,1
-22.72073118,-3.218644567,-11.38905205,235.7621674,0
